Buyer;BuyerSubSector;Client;ClientSubSector;NDeals;NumberOfNDAPerBuyerInSubSector;NumberOfGosPerBuyerInSubSector;NumberOfGosPerSizeInSubSector;NumberOfNBOperDealsInSubSector;AverageSizePerDealInSubSector;MedianSizePerDealInSubSector;NBOLastDatePerDealInSubSector;DealClosePerClientSector;LastDateCloseDealPerInSubSector;MostRecentContact;IsEqual
Vinci Capital Partners (controle);Asset Management;Grupo Services;Serviços Terceirizados (limpeza. segurança e catering);111;0;2;0;0;700;700;;1;24/06/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Giant Capital;Asset Management;111;4;3;0;2;256;250;22/07/2021 17:07;2;23/06/2022 00:00;rrodrigues@vincipartners.com;true
Vinci Capital Partners (controle);Asset Management;Pipa Studio 2020;IT Services;111;5;4;1;2;250;175;25/07/2022 18:41;0;11/02/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;PH Transportes;Serviços Terceirizados (limpeza. segurança e catering);111;0;2;0;0;700;700;;1;24/06/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Blue Health;Dental & Medical devices (produção e distribuição);111;3;4;0;0;160;150;;1;03/06/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Coco do Vale;Bebidas;111;1;2;0;0;100;100;;0;21/09/2021 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Monitora;IT Services;111;5;4;1;2;250;175;25/07/2022 18:41;0;11/02/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Loja do Mecânico;Distribuição industrial;111;1;1;0;2;;;01/02/2021 07:11;2;10/12/2021 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Nortene;Embalagens;111;1;0;0;0;600;600;;0;;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Suhai 2020;Seguradoras & Corretoras de Seguros;111;0;1;0;0;;;;0;;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Iteris;IT Services;111;5;4;1;2;250;175;25/07/2022 18:41;0;11/02/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Kiko's;Varejo Especializado;111;7;5;1;1;255;260;10/06/2021 08:28;1;25/02/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Plastilit SA;Industria e distribuição de Químicos & Ingredientes;111;0;2;1;0;;;;0;01/12/2021 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Skala;Produtos de Uso Pessoal e Cosméticos;111;0;0;0;1;800;800;15/10/2021 17:54;0;15/10/2021 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Agromave;Distribuição Agro;111;0;3;0;1;148.57;150;28/01/2021 19:21;2;16/02/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Bel Cosméticos;Varejo Especializado;111;7;5;1;1;255;260;10/06/2021 08:28;1;25/02/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Crivialli;Produtos de Limpeza;111;0;1;1;0;;;;0;;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;Medsystems;Dental & Medical devices (produção e distribuição);111;3;4;0;0;160;150;;1;03/06/2022 00:00;rrodrigues@vincipartners.com;false
Vinci Capital Partners (controle);Asset Management;VIP Office;Laje Comercial;111;0;1;0;0;;;;0;;rrodrigues@vincipartners.com;false
Vinci Energies;Energia;Algar Tech 2021;IT Services;6;2;2;0;0;800;800;;1;11/02/2022 00:00;adel.hamdan@vinci-energies.com;false
Vinci Energies;Energia;APS;Distribuição industrial;6;0;2;0;0;110;110;;2;10/12/2021 00:00;adel.hamdan@vinci-energies.com;false
Vinci Energies;Energia;Esfera Energia;Energia;6;0;0;0;0;200;200;;0;;adel.hamdan@vinci-energies.com;true
Vinci Energies;Energia;Aldo;Distribuição industrial;6;0;2;0;0;110;110;;2;10/12/2021 00:00;adel.hamdan@vinci-energies.com;false
Vinci Energies;Energia;Arklok;Locação de Ativos;6;0;0;0;0;120;120;;0;;adel.hamdan@vinci-energies.com;false
Vinci Energies;Energia;Pollux;IT Services;6;2;2;0;0;800;800;;1;11/02/2022 00:00;adel.hamdan@vinci-energies.com;false
Vinci Impacto e Retorno (minoritário);;Laqus;Software;4;0;1;0;0;100;100;;0;04/04/2022 00:00;;false
Vinci Impacto e Retorno (minoritário);;Zeus Agrotech;Agricultura de precisão/implementos;4;1;0;0;0;200;200;;0;;;false
Vinci Impacto e Retorno (minoritário);;Piticas;Varejo Especializado;4;0;0;0;0;;;;0;25/02/2022 00:00;;false
Vinci Impacto e Retorno (minoritário);;Adeste 2021;Industria e distribuição de Químicos & Ingredientes;4;1;1;0;0;;;;0;01/12/2021 00:00;;false
Vinmar International;;Adexim-Comexim;Industria e distribuição de Químicos & Ingredientes;2;0;1;0;0;;;;0;01/12/2021 00:00;egachineiro@vinmar.com;false
Vinmar International;;Maian;Industria e distribuição de Químicos & Ingredientes;2;0;1;0;0;;;;0;01/12/2021 00:00;egachineiro@vinmar.com;false
Vion Food Group;Proteina Animal (granjas. frigoríficos…);Saboratta;Mercearia Seca. Condimentos e Produtos Saudáveis;1;0;1;0;0;150;150;;0;;boi.snellaars@vionfood.com;false
Viral Nation;Marketing Services;Studio Sol;Geração de conteúdo e Publicações;2;0;0;0;0;;;;0;04/01/2022 00:00;;false
Viral Nation;Marketing Services;BR Media;Marketing Services;2;0;0;0;1;200;200;19/01/2022 17:41;0;26/05/2021 00:00;;true
Virbac;;Noxon;Saúde animal;1;0;0;0;0;120;120;;0;;francois.dennewald@virbac.com;false
Virgin Money;Meios de Pagamento;Banco Rendimento;Bancos Tradicionais;1;0;1;0;0;;;;0;;;false
Virtusa Corporation;IT Services;Ioasys;IT Services;4;0;3;0;0;166.67;150;;2;11/02/2022 00:00;tholler@virtusa.com;true
Virtusa Corporation;IT Services;Kunumi;IT Services;4;0;3;0;0;166.67;150;;2;11/02/2022 00:00;tholler@virtusa.com;true
Virtusa Corporation;IT Services;Beta Learning;IT Services;4;0;3;0;0;166.67;150;;2;11/02/2022 00:00;tholler@virtusa.com;true
Virtusa Corporation;IT Services;Arklok;Locação de Ativos;4;0;1;0;0;120;120;;0;;tholler@virtusa.com;false
Virtway Events;SaaS - Generalistas;Pixit;IT Services;1;0;1;0;0;150;150;;0;11/02/2022 00:00;;false
Virya Capital;IT Services;Liderança;Serviços de Engenharia e TIC;18;3;4;0;1;156.67;150;27/05/2021 10:53;1;27/04/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Softfilm;Embalagens;18;1;1;0;0;400;400;;0;;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Agrometrika;Software;18;0;2;1;0;65;65;;0;04/04/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Suntech;IT Services;18;1;4;2;0;298.33;60;;0;11/02/2022 00:00;paulomolinari@viryacapital.com;true
Virya Capital;IT Services;Algar Tech 2021;IT Services;18;1;4;2;0;298.33;60;;0;11/02/2022 00:00;paulomolinari@viryacapital.com;true
Virya Capital;IT Services;Halipar;Restaurantes & Delivery;18;0;0;0;0;200;200;;0;;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Iaudit;Serviços de Engenharia e TIC;18;3;4;0;1;156.67;150;27/05/2021 10:53;1;27/04/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Sofist;IT Services;18;1;4;2;0;298.33;60;;0;11/02/2022 00:00;paulomolinari@viryacapital.com;true
Virya Capital;IT Services;Economatica;Geração de conteúdo e Publicações;18;1;0;0;0;45;45;;1;04/01/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Skymail;IT Services;18;1;4;2;0;298.33;60;;0;11/02/2022 00:00;paulomolinari@viryacapital.com;true
Virya Capital;IT Services;AfferoLab;Consulting;18;0;1;0;0;;;;1;31/03/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Benner;IT Services;18;1;4;2;0;298.33;60;;0;11/02/2022 00:00;paulomolinari@viryacapital.com;true
Virya Capital;IT Services;Artefama 2021;Materiais Básicos e Produtos para Construção (Indústria e Varejo);18;0;1;0;0;;;;0;;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;APS;Distribuição industrial;18;0;1;0;0;110;110;;1;10/12/2021 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Kapa Pavimentação;Serviços de Engenharia e TIC;18;3;4;0;1;156.67;150;27/05/2021 10:53;1;27/04/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;SmartNX;Software;18;0;2;1;0;65;65;;0;04/04/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Automalógica;Serviços de Engenharia e TIC;18;3;4;0;1;156.67;150;27/05/2021 10:53;1;27/04/2022 00:00;paulomolinari@viryacapital.com;false
Virya Capital;IT Services;Coco do Vale;Bebidas;18;0;1;0;0;;;;0;21/09/2021 00:00;paulomolinari@viryacapital.com;false
Visa Inc.;;Kunumi;IT Services;4;0;1;0;0;92.5;92.5;;0;11/02/2022 00:00;achowdhe@visa.com;false
Visa Inc.;;Social Bank;Fintech;4;0;0;0;0;;;;0;31/08/2021 00:00;achowdhe@visa.com;false
Visa Inc.;;Bexs;Fintech;4;0;0;0;0;;;;0;31/08/2021 00:00;achowdhe@visa.com;false
Visa Inc.;;Sofist;IT Services;4;0;1;0;0;92.5;92.5;;0;11/02/2022 00:00;achowdhe@visa.com;false
Visagio;;Hartb;IT Services;1;0;1;0;0;150;150;;0;11/02/2022 00:00;;false
Vise;;Kunumi;IT Services;1;0;1;1;0;150;150;;0;11/02/2022 00:00;;false
Viseo;;Framework;IT Services;1;0;1;0;0;200;200;;0;11/02/2022 00:00;;false
Vision Healthcare;Marketplace Diversos;Vitabe;Produtos de Uso Pessoal e Cosméticos;2;1;0;0;0;250;250;;0;15/10/2021 00:00;joost.hunfeld@visionhealthcare.eu;false
Vision Healthcare;Marketplace Diversos;Ei Beleza;Produtos de Uso Pessoal e Cosméticos;2;1;0;0;0;250;250;;0;15/10/2021 00:00;joost.hunfeld@visionhealthcare.eu;false
Visions Electronics;Varejo Especializado;Casa Amazing;Varejo Especializado;1;0;0;0;0;100;100;;0;25/02/2022 00:00;;true
Vista Alegre Atlantis;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Porto Brasil;Materiais Básicos e Produtos para Construção (Indústria e Varejo);1;0;1;0;0;100;100;;0;;paulo.soares@vistaalegre.com;true
Vista Equity Partners;Asset Management;Automalógica;Serviços de Engenharia e TIC;2;0;0;0;0;120;120;;0;27/04/2022 00:00;;false
Vista Equity Partners;Asset Management;Sankhya;Software;2;0;1;0;0;600;600;;1;04/04/2022 00:00;;false
Vistra;Asset Management;Vortx;Fintech;2;0;0;0;0;;;;1;31/08/2021 00:00;ricardo.sitzer@vistra.com;false
Vistra;Asset Management;True Securitizadora;Asset Management;2;0;1;0;0;130;130;;0;23/06/2022 00:00;ricardo.sitzer@vistra.com;true
Vita Coco;Mercearia Seca. Condimentos e Produtos Saudáveis;Coco do Vale;Bebidas;1;0;1;0;0;;;;0;21/09/2021 00:00;kbenmoussa@vitacoco.com;false
Vitacon;Residencial OLD;Ioasys;IT Services;3;0;2;0;0;175;175;;2;11/02/2022 00:00;anelise.araujo@vitacon.com.br;false
Vitacon;Residencial OLD;TM1;Marketing Services;3;1;1;0;0;120;120;;0;26/05/2021 00:00;anelise.araujo@vitacon.com.br;false
Vitacon;Residencial OLD;Beta Learning;IT Services;3;0;2;0;0;175;175;;2;11/02/2022 00:00;anelise.araujo@vitacon.com.br;false
Vitafor;Indústria Farmacêutica;Almeida Prado;Indústria Farmacêutica;1;0;0;0;0;300;300;;0;;rodrigo.santos@vitafor.com.br;true
Vitamin Shoppe;Mercearia Seca. Condimentos e Produtos Saudáveis;Vitabe;Produtos de Uso Pessoal e Cosméticos;1;0;0;0;0;400;400;;0;15/10/2021 00:00;;false
Vitec;Turismo. Entretenimento;TM1;Marketing Services;1;0;0;0;0;120;120;;0;26/05/2021 00:00;;false
Vitol;Industria e distribuição de Químicos & Ingredientes;Emal;Fertilizantes. especiais. químicos e sementes OLD;1;0;1;0;0;;;;1;23/03/2021 00:00;;false
Vitruvian Partners;Asset Management;Max Milhas;Varejo Especializado;1;0;1;0;0;400;400;;0;25/02/2022 00:00;;false
Vitta Capital;;Agrometrika;Software;11;0;3;3;0;65;65;;0;04/04/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;Sofist;IT Services;11;0;3;1;0;47.5;47.5;;0;11/02/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;Softfilm;Embalagens;11;1;1;0;0;400;400;;0;;tammara@vittacapital.com.br;false
Vitta Capital;;Skymail;IT Services;11;0;3;1;0;47.5;47.5;;0;11/02/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;LanLimp 2022;Distribuição industrial;11;0;1;0;0;;;;0;10/12/2021 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;Veolink;IT Services;11;0;3;1;0;47.5;47.5;;0;11/02/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;E-law 2021;Software;11;0;3;3;0;65;65;;0;04/04/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;Automalógica;Serviços de Engenharia e TIC;11;0;0;0;0;120;120;;0;27/04/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;SmartNX;Software;11;0;3;3;0;65;65;;0;04/04/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;Benner;IT Services;11;0;3;1;0;47.5;47.5;;0;11/02/2022 00:00;tammara@vittacapital.com.br;false
Vitta Capital;;Halipar;Restaurantes & Delivery;11;0;1;0;0;200;200;;0;;tammara@vittacapital.com.br;false
Vivara;Varejo Especializado;Framework;IT Services;5;1;4;0;0;175;175;;2;11/02/2022 00:00;nathalia.patente@vivara.com.br;false
Vivara;Varejo Especializado;Projeto Flores;Varejo Especializado;5;0;1;0;0;50;50;;0;25/02/2022 00:00;nathalia.patente@vivara.com.br;true
Vivara;Varejo Especializado;Kunumi;IT Services;5;1;4;0;0;175;175;;2;11/02/2022 00:00;nathalia.patente@vivara.com.br;false
Vivara;Varejo Especializado;Ioasys;IT Services;5;1;4;0;0;175;175;;2;11/02/2022 00:00;nathalia.patente@vivara.com.br;false
Vivara;Varejo Especializado;Beta Learning;IT Services;5;1;4;0;0;175;175;;2;11/02/2022 00:00;nathalia.patente@vivara.com.br;false
Viveo;Dental & Medical devices (produção e distribuição);Bionatus 2022;Indústria Farmacêutica;6;0;2;0;0;175;175;;0;;adriano.tavares@viveo.com.br;false
Viveo;Dental & Medical devices (produção e distribuição);Almeida Prado;Indústria Farmacêutica;6;0;2;0;0;175;175;;0;;adriano.tavares@viveo.com.br;false
Viveo;Dental & Medical devices (produção e distribuição);LanLimp 2022;Distribuição industrial;6;0;0;0;0;;;;0;10/12/2021 00:00;adriano.tavares@viveo.com.br;false
Viveo;Dental & Medical devices (produção e distribuição);Luft;Logistica;6;0;1;0;0;800;800;;0;30/10/2020 00:00;adriano.tavares@viveo.com.br;false
Viveo;Dental & Medical devices (produção e distribuição);Medportal;IT Services;6;0;2;0;0;105;105;;0;11/02/2022 00:00;adriano.tavares@viveo.com.br;false
Viveo;Dental & Medical devices (produção e distribuição);Kunumi;IT Services;6;0;2;0;0;105;105;;0;11/02/2022 00:00;adriano.tavares@viveo.com.br;false
Vivint Solar;Distribuição industrial;Solar Prime;Distribuição industrial;2;0;1;0;0;40;40;;1;10/12/2021 00:00;;true
Vivint Solar;Distribuição industrial;Aldo;Distribuição industrial;2;0;1;0;0;40;40;;1;10/12/2021 00:00;;true
Vivonio;Materiais Básicos e Produtos para Construção (Indústria e Varejo);Artefama 2021;Materiais Básicos e Produtos para Construção (Indústria e Varejo);1;0;1;0;0;;;;0;;niels.ackermann@vivonio.com;true
Vix Logística S/A;Logistica;PH Transportes;Serviços Terceirizados (limpeza. segurança e catering);5;0;1;0;1;355;325;21/10/2021 23:27;0;24/06/2022 00:00;Talles@vix.com.br;false
Vix Logística S/A;Logistica;3Z;Serviços Terceirizados (limpeza. segurança e catering);5;0;1;0;1;355;325;21/10/2021 23:27;0;24/06/2022 00:00;Talles@vix.com.br;false
Vix Logística S/A;Logistica;TransPedrosa;Serviços Terceirizados (limpeza. segurança e catering);5;0;1;0;1;355;325;21/10/2021 23:27;0;24/06/2022 00:00;Talles@vix.com.br;false
Vix Logística S/A;Logistica;D&C Cargas;Serviços Terceirizados (limpeza. segurança e catering);5;0;1;0;1;355;325;21/10/2021 23:27;0;24/06/2022 00:00;Talles@vix.com.br;false
Vix Logística S/A;Logistica;BR Log;Logistica;5;0;0;0;0;200;200;;0;30/10/2020 00:00;Talles@vix.com.br;true
Viz Ai;Análises e Diagnósticos;Kunumi;IT Services;1;0;1;0;0;150;150;;0;11/02/2022 00:00;;false
Vodafone Group;Serviços de Telecom (ISPs);Suntech;IT Services;1;0;1;0;0;;;;0;11/02/2022 00:00;;false
Volaris;Logistica;Monitora;IT Services;1;0;0;0;0;250;250;;0;11/02/2022 00:00;;false
Volaris (Compañía de Aviación);Transporte. agentes de frete e armazenagem OLD;Buson (Guichê Virtual);Marketplace Diversos;1;0;0;0;0;100;100;;0;02/07/2021 00:00;;false
Volaris Group;Consulting;Bexs;Fintech;10;1;2;2;0;;;;0;31/08/2021 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;Suntech;IT Services;10;0;2;1;1;60;60;09/04/2020 15:03;2;11/02/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;Accesstage;Software;10;2;2;0;0;85;85;;1;04/04/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;NeoAssist;IT Services;10;0;2;1;1;60;60;09/04/2020 15:03;2;11/02/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;Economatica;Geração de conteúdo e Publicações;10;1;1;0;0;45;45;;1;04/01/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;Automalógica;Serviços de Engenharia e TIC;10;1;0;0;0;120;120;;0;27/04/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;Cedro Tech;Software;10;2;2;0;0;85;85;;1;04/04/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;Bexs;Fintech;10;1;2;2;0;;;;0;31/08/2021 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;Tangerino;Software;10;2;2;0;0;85;85;;1;04/04/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volaris Group;Consulting;LinkApi;IT Services;10;0;2;1;1;60;60;09/04/2020 15:03;2;11/02/2022 00:00;antonio.espiritosanto@valorisgroup.com;false
Volex;Infraestrutura de Telecom;Hi-Mix;Serviços de Engenharia e TIC;2;0;1;0;0;400;400;;0;27/04/2022 00:00;Ben.Bolt@volex.com;false
Volex;Infraestrutura de Telecom;Fibracem;Infraestrutura de Telecom;2;0;0;0;0;350;350;;0;;Ben.Bolt@volex.com;true
Volkswagen;Indústria Automotiva;Ioasys;IT Services;1;0;1;0;0;200;200;;1;11/02/2022 00:00;claudia.torralbo@volkswagen.com.br;false
Volm Companies;Embalagens;Softfilm;Embalagens;1;0;1;0;0;400;400;;0;;;true
Volpe Capital;Information/Internet Services & IOT/M2M. Subscription & Apps OLD;Zanthus;Software;6;0;3;1;1;129.2;100;13/08/2021 16:29;1;04/04/2022 00:00;;false
Volpe Capital;Information/Internet Services & IOT/M2M. Subscription & Apps OLD;CRM Bônus;Software;6;0;3;1;1;129.2;100;13/08/2021 16:29;1;04/04/2022 00:00;;false
Volpe Capital;Information/Internet Services & IOT/M2M. Subscription & Apps OLD;Cedro Tech;Software;6;0;3;1;1;129.2;100;13/08/2021 16:29;1;04/04/2022 00:00;;false
Volpe Capital;Information/Internet Services & IOT/M2M. Subscription & Apps OLD;360 Suites;Marketplace Diversos;6;0;1;1;0;60;60;;0;02/07/2021 00:00;;false
Volpe Capital;Information/Internet Services & IOT/M2M. Subscription & Apps OLD;Laqus;Software;6;0;3;1;1;129.2;100;13/08/2021 16:29;1;04/04/2022 00:00;;false
Volpe Capital;Information/Internet Services & IOT/M2M. Subscription & Apps OLD;SmartNX;Software;6;0;3;1;1;129.2;100;13/08/2021 16:29;1;04/04/2022 00:00;;false
Vonage;SaaS - Generalistas;SmartNX;Software;2;0;0;0;0;80;80;;0;04/04/2022 00:00;bryan.cooley@vonage.com;false
Vonage;SaaS - Generalistas;NeoAssist;IT Services;2;0;0;0;0;;;;1;11/02/2022 00:00;bryan.cooley@vonage.com;false
Vonpar;Bebidas;Doce Mineiro;Lácteos. sorvetes e refrigerados;1;0;0;0;0;;;;0;;;false
Vostok Emerging Finance;Asset Management;Social Bank;Fintech;3;0;1;0;0;;;;0;31/08/2021 00:00;eire@vef.vc;false
Vostok Emerging Finance;Asset Management;Accesstage;Software;3;0;0;0;0;;;;0;04/04/2022 00:00;eire@vef.vc;false
Vostok Emerging Finance;Asset Management;Lucree;Meios de Pagamento;3;0;1;0;0;;;;0;14/04/2022 00:00;eire@vef.vc;false
Votorantim Cimentos;;Nortene;Embalagens;4;0;0;0;0;800;800;;0;;osvaldo.ayres@vcimentos.com.br;false
